run_id,name,gender,race,eviction,credit_scores,query_response_raw,query_response
152,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,650,,
153,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,750,,
154,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,750,,
155,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,750,,
156,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,850,,
157,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,850,,
158,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,850,,
159,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
160,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
161,Charlie Becker,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
162,Charlie Becker,Man,Anglo,None-control,500,,
163,Charlie Becker,Man,Anglo,None-control,500,,
164,Charlie Becker,Man,Anglo,None-control,500,,
165,Charlie Becker,Man,Anglo,None-control,600,,
166,Charlie Becker,Man,Anglo,None-control,600,,
167,Charlie Becker,Man,Anglo,None-control,600,,
168,Charlie Becker,Man,Anglo,None-control,650,,
169,Charlie Becker,Man,Anglo,None-control,650,,
170,Charlie Becker,Man,Anglo,None-control,650,,
171,Charlie Becker,Man,Anglo,None-control,750,,
172,Charlie Becker,Man,Anglo,None-control,750,,
173,Charlie Becker,Man,Anglo,None-control,750,,
174,Charlie Becker,Man,Anglo,None-control,850,,
175,Charlie Becker,Man,Anglo,None-control,850,,
176,Charlie Becker,Man,Anglo,None-control,850,,
177,Charlie Becker,Man,Anglo,None-control,None-control,,
178,Charlie Becker,Man,Anglo,None-control,None-control,,
179,Charlie Becker,Man,Anglo,None-control,None-control,,
180,Ryan Andersen,Man,Anglo,no record of eviction,500,,
181,Ryan Andersen,Man,Anglo,no record of eviction,500,,
182,Ryan Andersen,Man,Anglo,no record of eviction,500,,
183,Ryan Andersen,Man,Anglo,no record of eviction,600,,
184,Ryan Andersen,Man,Anglo,no record of eviction,600,,
185,Ryan Andersen,Man,Anglo,no record of eviction,600,,
186,Ryan Andersen,Man,Anglo,no record of eviction,650,,
187,Ryan Andersen,Man,Anglo,no record of eviction,650,,
188,Ryan Andersen,Man,Anglo,no record of eviction,650,,
189,Ryan Andersen,Man,Anglo,no record of eviction,750,,
190,Ryan Andersen,Man,Anglo,no record of eviction,750,,
191,Ryan Andersen,Man,Anglo,no record of eviction,750,,
192,Ryan Andersen,Man,Anglo,no record of eviction,850,,
193,Ryan Andersen,Man,Anglo,no record of eviction,850,,
194,Ryan Andersen,Man,Anglo,no record of eviction,850,,
195,Ryan Andersen,Man,Anglo,no record of eviction,None-control,,
196,Ryan Andersen,Man,Anglo,no record of eviction,None-control,,
197,Ryan Andersen,Man,Anglo,no record of eviction,None-control,,
198,Ryan Andersen,Man,Anglo,previously been evicted,500,,
199,Ryan Andersen,Man,Anglo,previously been evicted,500,,
200,Ryan Andersen,Man,Anglo,previously been evicted,500,,
201,Ryan Andersen,Man,Anglo,previously been evicted,600,,
202,Ryan Andersen,Man,Anglo,previously been evicted,600,,
203,Ryan Andersen,Man,Anglo,previously been evicted,600,,
204,Ryan Andersen,Man,Anglo,previously been evicted,650,,
205,Ryan Andersen,Man,Anglo,previously been evicted,650,,
206,Ryan Andersen,Man,Anglo,previously been evicted,650,,
207,Ryan Andersen,Man,Anglo,previously been evicted,750,,
208,Ryan Andersen,Man,Anglo,previously been evicted,750,,
209,Ryan Andersen,Man,Anglo,previously been evicted,750,,
210,Ryan Andersen,Man,Anglo,previously been evicted,850,,
211,Ryan Andersen,Man,Anglo,previously been evicted,850,,
212,Ryan Andersen,Man,Anglo,previously been evicted,850,,
213,Ryan Andersen,Man,Anglo,previously been evicted,None-control,,
214,Ryan Andersen,Man,Anglo,previously been evicted,None-control,,
215,Ryan Andersen,Man,Anglo,previously been evicted,None-control,,
216,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,500,,
217,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,500,,
218,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,500,,
219,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,600,,
220,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,600,,
221,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,600,,
222,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,650,,
223,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,650,,
224,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,650,,
225,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,750,,
226,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,750,,
227,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,750,,
228,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,850,,
229,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,850,,
230,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,850,,
231,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,None-control,,
232,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,None-control,,
233,Ryan Andersen,Man,Anglo,previously been evicted 6 years ago,None-control,,
234,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,500,,
235,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,500,,
236,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,500,,
237,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,600,,
238,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,600,,
239,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,600,,
240,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,650,,
241,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,650,,
242,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,650,,
243,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,750,,
244,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,750,,
245,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,750,,
246,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,850,,
247,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,850,,
248,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,850,,
249,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
250,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
251,Ryan Andersen,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
252,Ryan Andersen,Man,Anglo,None-control,500,,
253,Ryan Andersen,Man,Anglo,None-control,500,,
254,Ryan Andersen,Man,Anglo,None-control,500,,
255,Ryan Andersen,Man,Anglo,None-control,600,,
256,Ryan Andersen,Man,Anglo,None-control,600,,
257,Ryan Andersen,Man,Anglo,None-control,600,,
258,Ryan Andersen,Man,Anglo,None-control,650,,
259,Ryan Andersen,Man,Anglo,None-control,650,,
260,Ryan Andersen,Man,Anglo,None-control,650,,
261,Ryan Andersen,Man,Anglo,None-control,750,,
262,Ryan Andersen,Man,Anglo,None-control,750,,
263,Ryan Andersen,Man,Anglo,None-control,750,,
264,Ryan Andersen,Man,Anglo,None-control,850,,
265,Ryan Andersen,Man,Anglo,None-control,850,,
266,Ryan Andersen,Man,Anglo,None-control,850,,
267,Ryan Andersen,Man,Anglo,None-control,None-control,,
268,Ryan Andersen,Man,Anglo,None-control,None-control,,
269,Ryan Andersen,Man,Anglo,None-control,None-control,,
270,Ryan Becker,Man,Anglo,no record of eviction,500,,
271,Ryan Becker,Man,Anglo,no record of eviction,500,,
272,Ryan Becker,Man,Anglo,no record of eviction,500,,
273,Ryan Becker,Man,Anglo,no record of eviction,600,,
274,Ryan Becker,Man,Anglo,no record of eviction,600,,
275,Ryan Becker,Man,Anglo,no record of eviction,600,,
276,Ryan Becker,Man,Anglo,no record of eviction,650,,
277,Ryan Becker,Man,Anglo,no record of eviction,650,,
278,Ryan Becker,Man,Anglo,no record of eviction,650,,
279,Ryan Becker,Man,Anglo,no record of eviction,750,,
280,Ryan Becker,Man,Anglo,no record of eviction,750,,
281,Ryan Becker,Man,Anglo,no record of eviction,750,,
282,Ryan Becker,Man,Anglo,no record of eviction,850,,
283,Ryan Becker,Man,Anglo,no record of eviction,850,,
284,Ryan Becker,Man,Anglo,no record of eviction,850,,
285,Ryan Becker,Man,Anglo,no record of eviction,None-control,,
286,Ryan Becker,Man,Anglo,no record of eviction,None-control,,
287,Ryan Becker,Man,Anglo,no record of eviction,None-control,,
288,Ryan Becker,Man,Anglo,previously been evicted,500,,
289,Ryan Becker,Man,Anglo,previously been evicted,500,,
290,Ryan Becker,Man,Anglo,previously been evicted,500,,
291,Ryan Becker,Man,Anglo,previously been evicted,600,,
292,Ryan Becker,Man,Anglo,previously been evicted,600,,
293,Ryan Becker,Man,Anglo,previously been evicted,600,,
294,Ryan Becker,Man,Anglo,previously been evicted,650,,
295,Ryan Becker,Man,Anglo,previously been evicted,650,,
296,Ryan Becker,Man,Anglo,previously been evicted,650,,
297,Ryan Becker,Man,Anglo,previously been evicted,750,,
298,Ryan Becker,Man,Anglo,previously been evicted,750,,
299,Ryan Becker,Man,Anglo,previously been evicted,750,,
300,Ryan Becker,Man,Anglo,previously been evicted,850,,
301,Ryan Becker,Man,Anglo,previously been evicted,850,,
302,Ryan Becker,Man,Anglo,previously been evicted,850,,
303,Ryan Becker,Man,Anglo,previously been evicted,None-control,,
304,Ryan Becker,Man,Anglo,previously been evicted,None-control,,
305,Ryan Becker,Man,Anglo,previously been evicted,None-control,,
306,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,500,,
307,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,500,,
308,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,500,,
309,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,600,,
310,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,600,,
311,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,600,,
312,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,650,,
313,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,650,,
314,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,650,,
315,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,750,,
316,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,750,,
317,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,750,,
318,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,850,,
319,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,850,,
320,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,850,,
321,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,None-control,,
322,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,None-control,,
323,Ryan Becker,Man,Anglo,previously been evicted 6 years ago,None-control,,
324,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,500,,
325,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,500,,
326,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,500,,
327,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,600,,
328,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,600,,
329,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,600,,
330,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,650,,
331,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,650,,
332,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,650,,
333,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,750,,
334,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,750,,
335,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,750,,
336,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,850,,
337,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,850,,
338,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,850,,
339,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
340,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
341,Ryan Becker,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
342,Ryan Becker,Man,Anglo,None-control,500,,
343,Ryan Becker,Man,Anglo,None-control,500,,
344,Ryan Becker,Man,Anglo,None-control,500,,
345,Ryan Becker,Man,Anglo,None-control,600,,
346,Ryan Becker,Man,Anglo,None-control,600,,
347,Ryan Becker,Man,Anglo,None-control,600,,
348,Ryan Becker,Man,Anglo,None-control,650,,
349,Ryan Becker,Man,Anglo,None-control,650,,
350,Ryan Becker,Man,Anglo,None-control,650,,
351,Ryan Becker,Man,Anglo,None-control,750,,
352,Ryan Becker,Man,Anglo,None-control,750,,
353,Ryan Becker,Man,Anglo,None-control,750,,
354,Ryan Becker,Man,Anglo,None-control,850,,
355,Ryan Becker,Man,Anglo,None-control,850,,
356,Ryan Becker,Man,Anglo,None-control,850,,
357,Ryan Becker,Man,Anglo,None-control,None-control,,
358,Ryan Becker,Man,Anglo,None-control,None-control,,
359,Ryan Becker,Man,Anglo,None-control,None-control,,
360,Brad Andersen,Man,Anglo,no record of eviction,500,,
361,Brad Andersen,Man,Anglo,no record of eviction,500,,
362,Brad Andersen,Man,Anglo,no record of eviction,500,,
363,Brad Andersen,Man,Anglo,no record of eviction,600,,
364,Brad Andersen,Man,Anglo,no record of eviction,600,,
365,Brad Andersen,Man,Anglo,no record of eviction,600,,
366,Brad Andersen,Man,Anglo,no record of eviction,650,,
367,Brad Andersen,Man,Anglo,no record of eviction,650,,
368,Brad Andersen,Man,Anglo,no record of eviction,650,,
369,Brad Andersen,Man,Anglo,no record of eviction,750,,
370,Brad Andersen,Man,Anglo,no record of eviction,750,,
371,Brad Andersen,Man,Anglo,no record of eviction,750,,
372,Brad Andersen,Man,Anglo,no record of eviction,850,,
373,Brad Andersen,Man,Anglo,no record of eviction,850,,
374,Brad Andersen,Man,Anglo,no record of eviction,850,,
375,Brad Andersen,Man,Anglo,no record of eviction,None-control,,
376,Brad Andersen,Man,Anglo,no record of eviction,None-control,,
377,Brad Andersen,Man,Anglo,no record of eviction,None-control,,
378,Brad Andersen,Man,Anglo,previously been evicted,500,,
379,Brad Andersen,Man,Anglo,previously been evicted,500,,
380,Brad Andersen,Man,Anglo,previously been evicted,500,,
381,Brad Andersen,Man,Anglo,previously been evicted,600,,
382,Brad Andersen,Man,Anglo,previously been evicted,600,,
383,Brad Andersen,Man,Anglo,previously been evicted,600,,
384,Brad Andersen,Man,Anglo,previously been evicted,650,,
385,Brad Andersen,Man,Anglo,previously been evicted,650,,
386,Brad Andersen,Man,Anglo,previously been evicted,650,,
387,Brad Andersen,Man,Anglo,previously been evicted,750,,
388,Brad Andersen,Man,Anglo,previously been evicted,750,,
389,Brad Andersen,Man,Anglo,previously been evicted,750,,
390,Brad Andersen,Man,Anglo,previously been evicted,850,,
391,Brad Andersen,Man,Anglo,previously been evicted,850,,
392,Brad Andersen,Man,Anglo,previously been evicted,850,,
393,Brad Andersen,Man,Anglo,previously been evicted,None-control,,
394,Brad Andersen,Man,Anglo,previously been evicted,None-control,,
395,Brad Andersen,Man,Anglo,previously been evicted,None-control,,
396,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,500,,
397,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,500,,
398,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,500,,
399,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,600,,
400,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,600,,
401,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,600,,
402,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,650,,
403,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,650,,
404,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,650,,
405,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,750,,
406,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,750,,
407,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,750,,
408,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,850,,
409,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,850,,
410,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,850,,
411,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,None-control,,
412,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,None-control,,
413,Brad Andersen,Man,Anglo,previously been evicted 6 years ago,None-control,,
414,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,500,,
415,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,500,,
416,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,500,,
417,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,600,,
418,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,600,,
419,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,600,,
420,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,650,,
421,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,650,,
422,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,650,,
423,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,750,,
424,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,750,,
425,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,750,,
426,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,850,,
427,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,850,,
428,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,850,,
429,Brad Andersen,Man,Anglo,gone to eviction court but their case was dismissed,None-control,,
