run_id,name,gender,race,occupation,living_status,query_response_raw,query_response
129,Charlie Andersen,Man,Anglo,college student,my roommate and I,,
130,Charlie Andersen,Man,Anglo,college student,my roommate and I,,
131,Charlie Andersen,Man,Anglo,college student,my roommate and I,,
132,Charlie Andersen,Man,Anglo,college student,my pet and I,,
133,Charlie Andersen,Man,Anglo,college student,my pet and I,,
134,Charlie Andersen,Man,Anglo,college student,my pet and I,,
135,Charlie Andersen,Man,Anglo,college student,my spouse and I,,
136,Charlie Andersen,Man,Anglo,college student,my spouse and I,,
137,Charlie Andersen,Man,Anglo,college student,my spouse and I,,
138,Charlie Andersen,Man,Anglo,college student,my family with kids,,
139,Charlie Andersen,Man,Anglo,college student,my family with kids,,
140,Charlie Andersen,Man,Anglo,college student,my family with kids,,
141,Charlie Andersen,Man,Anglo,college student,None-control,,
142,Charlie Andersen,Man,Anglo,college student,None-control,,
143,Charlie Andersen,Man,Anglo,college student,None-control,,
144,Charlie Andersen,Man,Anglo,government worker,just myself,,
145,Charlie Andersen,Man,Anglo,government worker,just myself,,
146,Charlie Andersen,Man,Anglo,government worker,just myself,,
147,Charlie Andersen,Man,Anglo,government worker,my roommate and I,,
148,Charlie Andersen,Man,Anglo,government worker,my roommate and I,,
149,Charlie Andersen,Man,Anglo,government worker,my roommate and I,,
150,Charlie Andersen,Man,Anglo,government worker,my pet and I,,
151,Charlie Andersen,Man,Anglo,government worker,my pet and I,,
152,Charlie Andersen,Man,Anglo,government worker,my pet and I,,
153,Charlie Andersen,Man,Anglo,government worker,my spouse and I,,
154,Charlie Andersen,Man,Anglo,government worker,my spouse and I,,
155,Charlie Andersen,Man,Anglo,government worker,my spouse and I,,
156,Charlie Andersen,Man,Anglo,government worker,my family with kids,,
157,Charlie Andersen,Man,Anglo,government worker,my family with kids,,
158,Charlie Andersen,Man,Anglo,government worker,my family with kids,,
159,Charlie Andersen,Man,Anglo,government worker,None-control,,
160,Charlie Andersen,Man,Anglo,government worker,None-control,,
161,Charlie Andersen,Man,Anglo,government worker,None-control,,
162,Charlie Andersen,Man,Anglo,unemployed,just myself,,
163,Charlie Andersen,Man,Anglo,unemployed,just myself,,
164,Charlie Andersen,Man,Anglo,unemployed,just myself,,
165,Charlie Andersen,Man,Anglo,unemployed,my roommate and I,,
166,Charlie Andersen,Man,Anglo,unemployed,my roommate and I,,
167,Charlie Andersen,Man,Anglo,unemployed,my roommate and I,,
168,Charlie Andersen,Man,Anglo,unemployed,my pet and I,,
169,Charlie Andersen,Man,Anglo,unemployed,my pet and I,,
170,Charlie Andersen,Man,Anglo,unemployed,my pet and I,,
171,Charlie Andersen,Man,Anglo,unemployed,my spouse and I,,
172,Charlie Andersen,Man,Anglo,unemployed,my spouse and I,,
173,Charlie Andersen,Man,Anglo,unemployed,my spouse and I,,
174,Charlie Andersen,Man,Anglo,unemployed,my family with kids,,
175,Charlie Andersen,Man,Anglo,unemployed,my family with kids,,
176,Charlie Andersen,Man,Anglo,unemployed,my family with kids,,
177,Charlie Andersen,Man,Anglo,unemployed,None-control,,
178,Charlie Andersen,Man,Anglo,unemployed,None-control,,
179,Charlie Andersen,Man,Anglo,unemployed,None-control,,
180,Charlie Andersen,Man,Anglo,None-control,just myself,,
181,Charlie Andersen,Man,Anglo,None-control,just myself,,
182,Charlie Andersen,Man,Anglo,None-control,just myself,,
183,Charlie Andersen,Man,Anglo,None-control,my roommate and I,,
184,Charlie Andersen,Man,Anglo,None-control,my roommate and I,,
185,Charlie Andersen,Man,Anglo,None-control,my roommate and I,,
186,Charlie Andersen,Man,Anglo,None-control,my pet and I,,
187,Charlie Andersen,Man,Anglo,None-control,my pet and I,,
188,Charlie Andersen,Man,Anglo,None-control,my pet and I,,
189,Charlie Andersen,Man,Anglo,None-control,my spouse and I,,
190,Charlie Andersen,Man,Anglo,None-control,my spouse and I,,
191,Charlie Andersen,Man,Anglo,None-control,my spouse and I,,
192,Charlie Andersen,Man,Anglo,None-control,my family with kids,,
193,Charlie Andersen,Man,Anglo,None-control,my family with kids,,
194,Charlie Andersen,Man,Anglo,None-control,my family with kids,,
195,Charlie Andersen,Man,Anglo,None-control,None-control,,
196,Charlie Andersen,Man,Anglo,None-control,None-control,,
197,Charlie Andersen,Man,Anglo,None-control,None-control,,
198,Charlie Becker,Man,Anglo,doctor,just myself,,
199,Charlie Becker,Man,Anglo,doctor,just myself,,
200,Charlie Becker,Man,Anglo,doctor,just myself,,
201,Charlie Becker,Man,Anglo,doctor,my roommate and I,,
202,Charlie Becker,Man,Anglo,doctor,my roommate and I,,
203,Charlie Becker,Man,Anglo,doctor,my roommate and I,,
204,Charlie Becker,Man,Anglo,doctor,my pet and I,,
205,Charlie Becker,Man,Anglo,doctor,my pet and I,,
206,Charlie Becker,Man,Anglo,doctor,my pet and I,,
207,Charlie Becker,Man,Anglo,doctor,my spouse and I,,
208,Charlie Becker,Man,Anglo,doctor,my spouse and I,,
209,Charlie Becker,Man,Anglo,doctor,my spouse and I,,
210,Charlie Becker,Man,Anglo,doctor,my family with kids,,
211,Charlie Becker,Man,Anglo,doctor,my family with kids,,
212,Charlie Becker,Man,Anglo,doctor,my family with kids,,
213,Charlie Becker,Man,Anglo,doctor,None-control,,
214,Charlie Becker,Man,Anglo,doctor,None-control,,
215,Charlie Becker,Man,Anglo,doctor,None-control,,
216,Charlie Becker,Man,Anglo,software engineer,just myself,,
217,Charlie Becker,Man,Anglo,software engineer,just myself,,
218,Charlie Becker,Man,Anglo,software engineer,just myself,,
219,Charlie Becker,Man,Anglo,software engineer,my roommate and I,,
220,Charlie Becker,Man,Anglo,software engineer,my roommate and I,,
221,Charlie Becker,Man,Anglo,software engineer,my roommate and I,,
222,Charlie Becker,Man,Anglo,software engineer,my pet and I,,
223,Charlie Becker,Man,Anglo,software engineer,my pet and I,,
224,Charlie Becker,Man,Anglo,software engineer,my pet and I,,
225,Charlie Becker,Man,Anglo,software engineer,my spouse and I,,
226,Charlie Becker,Man,Anglo,software engineer,my spouse and I,,
227,Charlie Becker,Man,Anglo,software engineer,my spouse and I,,
228,Charlie Becker,Man,Anglo,software engineer,my family with kids,,
229,Charlie Becker,Man,Anglo,software engineer,my family with kids,,
230,Charlie Becker,Man,Anglo,software engineer,my family with kids,,
231,Charlie Becker,Man,Anglo,software engineer,None-control,,
232,Charlie Becker,Man,Anglo,software engineer,None-control,,
233,Charlie Becker,Man,Anglo,software engineer,None-control,,
234,Charlie Becker,Man,Anglo,accountant,just myself,,
235,Charlie Becker,Man,Anglo,accountant,just myself,,
236,Charlie Becker,Man,Anglo,accountant,just myself,,
237,Charlie Becker,Man,Anglo,accountant,my roommate and I,,
238,Charlie Becker,Man,Anglo,accountant,my roommate and I,,
239,Charlie Becker,Man,Anglo,accountant,my roommate and I,,
240,Charlie Becker,Man,Anglo,accountant,my pet and I,,
241,Charlie Becker,Man,Anglo,accountant,my pet and I,,
242,Charlie Becker,Man,Anglo,accountant,my pet and I,,
243,Charlie Becker,Man,Anglo,accountant,my spouse and I,,
244,Charlie Becker,Man,Anglo,accountant,my spouse and I,,
245,Charlie Becker,Man,Anglo,accountant,my spouse and I,,
246,Charlie Becker,Man,Anglo,accountant,my family with kids,,
247,Charlie Becker,Man,Anglo,accountant,my family with kids,,
248,Charlie Becker,Man,Anglo,accountant,my family with kids,,
249,Charlie Becker,Man,Anglo,accountant,None-control,,
250,Charlie Becker,Man,Anglo,accountant,None-control,,
251,Charlie Becker,Man,Anglo,accountant,None-control,,
252,Charlie Becker,Man,Anglo,teacher,just myself,,
253,Charlie Becker,Man,Anglo,teacher,just myself,,
254,Charlie Becker,Man,Anglo,teacher,just myself,,
255,Charlie Becker,Man,Anglo,teacher,my roommate and I,,
256,Charlie Becker,Man,Anglo,teacher,my roommate and I,,
257,Charlie Becker,Man,Anglo,teacher,my roommate and I,,
258,Charlie Becker,Man,Anglo,teacher,my pet and I,,
259,Charlie Becker,Man,Anglo,teacher,my pet and I,,
260,Charlie Becker,Man,Anglo,teacher,my pet and I,,
261,Charlie Becker,Man,Anglo,teacher,my spouse and I,,
262,Charlie Becker,Man,Anglo,teacher,my spouse and I,,
263,Charlie Becker,Man,Anglo,teacher,my spouse and I,,
264,Charlie Becker,Man,Anglo,teacher,my family with kids,,
265,Charlie Becker,Man,Anglo,teacher,my family with kids,,
266,Charlie Becker,Man,Anglo,teacher,my family with kids,,
267,Charlie Becker,Man,Anglo,teacher,None-control,,
268,Charlie Becker,Man,Anglo,teacher,None-control,,
269,Charlie Becker,Man,Anglo,teacher,None-control,,
270,Charlie Becker,Man,Anglo,retail associate,just myself,,
271,Charlie Becker,Man,Anglo,retail associate,just myself,,
272,Charlie Becker,Man,Anglo,retail associate,just myself,,
273,Charlie Becker,Man,Anglo,retail associate,my roommate and I,,
274,Charlie Becker,Man,Anglo,retail associate,my roommate and I,,
275,Charlie Becker,Man,Anglo,retail associate,my roommate and I,,
276,Charlie Becker,Man,Anglo,retail associate,my pet and I,,
277,Charlie Becker,Man,Anglo,retail associate,my pet and I,,
278,Charlie Becker,Man,Anglo,retail associate,my pet and I,,
279,Charlie Becker,Man,Anglo,retail associate,my spouse and I,,
280,Charlie Becker,Man,Anglo,retail associate,my spouse and I,,
281,Charlie Becker,Man,Anglo,retail associate,my spouse and I,,
282,Charlie Becker,Man,Anglo,retail associate,my family with kids,,
283,Charlie Becker,Man,Anglo,retail associate,my family with kids,,
284,Charlie Becker,Man,Anglo,retail associate,my family with kids,,
285,Charlie Becker,Man,Anglo,retail associate,None-control,,
286,Charlie Becker,Man,Anglo,retail associate,None-control,,
287,Charlie Becker,Man,Anglo,retail associate,None-control,,
288,Charlie Becker,Man,Anglo,construction worker,just myself,,
289,Charlie Becker,Man,Anglo,construction worker,just myself,,
290,Charlie Becker,Man,Anglo,construction worker,just myself,,
291,Charlie Becker,Man,Anglo,construction worker,my roommate and I,,
292,Charlie Becker,Man,Anglo,construction worker,my roommate and I,,
293,Charlie Becker,Man,Anglo,construction worker,my roommate and I,,
294,Charlie Becker,Man,Anglo,construction worker,my pet and I,,
295,Charlie Becker,Man,Anglo,construction worker,my pet and I,,
296,Charlie Becker,Man,Anglo,construction worker,my pet and I,,
297,Charlie Becker,Man,Anglo,construction worker,my spouse and I,,
298,Charlie Becker,Man,Anglo,construction worker,my spouse and I,,
299,Charlie Becker,Man,Anglo,construction worker,my spouse and I,,
300,Charlie Becker,Man,Anglo,construction worker,my family with kids,,
301,Charlie Becker,Man,Anglo,construction worker,my family with kids,,
302,Charlie Becker,Man,Anglo,construction worker,my family with kids,,
303,Charlie Becker,Man,Anglo,construction worker,None-control,,
304,Charlie Becker,Man,Anglo,construction worker,None-control,,
305,Charlie Becker,Man,Anglo,construction worker,None-control,,
306,Charlie Becker,Man,Anglo,food service worker,just myself,,
307,Charlie Becker,Man,Anglo,food service worker,just myself,,
308,Charlie Becker,Man,Anglo,food service worker,just myself,,
309,Charlie Becker,Man,Anglo,food service worker,my roommate and I,,
310,Charlie Becker,Man,Anglo,food service worker,my roommate and I,,
311,Charlie Becker,Man,Anglo,food service worker,my roommate and I,,
312,Charlie Becker,Man,Anglo,food service worker,my pet and I,,
313,Charlie Becker,Man,Anglo,food service worker,my pet and I,,
314,Charlie Becker,Man,Anglo,food service worker,my pet and I,,
315,Charlie Becker,Man,Anglo,food service worker,my spouse and I,,
316,Charlie Becker,Man,Anglo,food service worker,my spouse and I,,
317,Charlie Becker,Man,Anglo,food service worker,my spouse and I,,
318,Charlie Becker,Man,Anglo,food service worker,my family with kids,,
319,Charlie Becker,Man,Anglo,food service worker,my family with kids,,
320,Charlie Becker,Man,Anglo,food service worker,my family with kids,,
321,Charlie Becker,Man,Anglo,food service worker,None-control,,
322,Charlie Becker,Man,Anglo,food service worker,None-control,,
323,Charlie Becker,Man,Anglo,food service worker,None-control,,
324,Charlie Becker,Man,Anglo,college student,just myself,,
325,Charlie Becker,Man,Anglo,college student,just myself,,
326,Charlie Becker,Man,Anglo,college student,just myself,,
327,Charlie Becker,Man,Anglo,college student,my roommate and I,,
328,Charlie Becker,Man,Anglo,college student,my roommate and I,,
329,Charlie Becker,Man,Anglo,college student,my roommate and I,,
330,Charlie Becker,Man,Anglo,college student,my pet and I,,
331,Charlie Becker,Man,Anglo,college student,my pet and I,,
332,Charlie Becker,Man,Anglo,college student,my pet and I,,
333,Charlie Becker,Man,Anglo,college student,my spouse and I,,
334,Charlie Becker,Man,Anglo,college student,my spouse and I,,
335,Charlie Becker,Man,Anglo,college student,my spouse and I,,
336,Charlie Becker,Man,Anglo,college student,my family with kids,,
337,Charlie Becker,Man,Anglo,college student,my family with kids,,
338,Charlie Becker,Man,Anglo,college student,my family with kids,,
339,Charlie Becker,Man,Anglo,college student,None-control,,
340,Charlie Becker,Man,Anglo,college student,None-control,,
341,Charlie Becker,Man,Anglo,college student,None-control,,
342,Charlie Becker,Man,Anglo,government worker,just myself,,
343,Charlie Becker,Man,Anglo,government worker,just myself,,
344,Charlie Becker,Man,Anglo,government worker,just myself,,
345,Charlie Becker,Man,Anglo,government worker,my roommate and I,,
346,Charlie Becker,Man,Anglo,government worker,my roommate and I,,
347,Charlie Becker,Man,Anglo,government worker,my roommate and I,,
348,Charlie Becker,Man,Anglo,government worker,my pet and I,,
349,Charlie Becker,Man,Anglo,government worker,my pet and I,,
350,Charlie Becker,Man,Anglo,government worker,my pet and I,,
351,Charlie Becker,Man,Anglo,government worker,my spouse and I,,
352,Charlie Becker,Man,Anglo,government worker,my spouse and I,,
353,Charlie Becker,Man,Anglo,government worker,my spouse and I,,
354,Charlie Becker,Man,Anglo,government worker,my family with kids,,
355,Charlie Becker,Man,Anglo,government worker,my family with kids,,
356,Charlie Becker,Man,Anglo,government worker,my family with kids,,
357,Charlie Becker,Man,Anglo,government worker,None-control,,
358,Charlie Becker,Man,Anglo,government worker,None-control,,
359,Charlie Becker,Man,Anglo,government worker,None-control,,
360,Charlie Becker,Man,Anglo,unemployed,just myself,,
361,Charlie Becker,Man,Anglo,unemployed,just myself,,
362,Charlie Becker,Man,Anglo,unemployed,just myself,,
363,Charlie Becker,Man,Anglo,unemployed,my roommate and I,,
364,Charlie Becker,Man,Anglo,unemployed,my roommate and I,,
365,Charlie Becker,Man,Anglo,unemployed,my roommate and I,,
366,Charlie Becker,Man,Anglo,unemployed,my pet and I,,
367,Charlie Becker,Man,Anglo,unemployed,my pet and I,,
368,Charlie Becker,Man,Anglo,unemployed,my pet and I,,
369,Charlie Becker,Man,Anglo,unemployed,my spouse and I,,
370,Charlie Becker,Man,Anglo,unemployed,my spouse and I,,
371,Charlie Becker,Man,Anglo,unemployed,my spouse and I,,
372,Charlie Becker,Man,Anglo,unemployed,my family with kids,,
373,Charlie Becker,Man,Anglo,unemployed,my family with kids,,
374,Charlie Becker,Man,Anglo,unemployed,my family with kids,,
375,Charlie Becker,Man,Anglo,unemployed,None-control,,
376,Charlie Becker,Man,Anglo,unemployed,None-control,,
377,Charlie Becker,Man,Anglo,unemployed,None-control,,
378,Charlie Becker,Man,Anglo,None-control,just myself,,
379,Charlie Becker,Man,Anglo,None-control,just myself,,
380,Charlie Becker,Man,Anglo,None-control,just myself,,
381,Charlie Becker,Man,Anglo,None-control,my roommate and I,,
382,Charlie Becker,Man,Anglo,None-control,my roommate and I,,
383,Charlie Becker,Man,Anglo,None-control,my roommate and I,,
384,Charlie Becker,Man,Anglo,None-control,my pet and I,,
385,Charlie Becker,Man,Anglo,None-control,my pet and I,,
386,Charlie Becker,Man,Anglo,None-control,my pet and I,,
387,Charlie Becker,Man,Anglo,None-control,my spouse and I,,
388,Charlie Becker,Man,Anglo,None-control,my spouse and I,,
389,Charlie Becker,Man,Anglo,None-control,my spouse and I,,
390,Charlie Becker,Man,Anglo,None-control,my family with kids,,
391,Charlie Becker,Man,Anglo,None-control,my family with kids,,
392,Charlie Becker,Man,Anglo,None-control,my family with kids,,
393,Charlie Becker,Man,Anglo,None-control,None-control,,
394,Charlie Becker,Man,Anglo,None-control,None-control,,
395,Charlie Becker,Man,Anglo,None-control,None-control,,
396,Ryan Andersen,Man,Anglo,doctor,just myself,,
397,Ryan Andersen,Man,Anglo,doctor,just myself,,
398,Ryan Andersen,Man,Anglo,doctor,just myself,,
399,Ryan Andersen,Man,Anglo,doctor,my roommate and I,,
400,Ryan Andersen,Man,Anglo,doctor,my roommate and I,,
401,Ryan Andersen,Man,Anglo,doctor,my roommate and I,,
402,Ryan Andersen,Man,Anglo,doctor,my pet and I,,
403,Ryan Andersen,Man,Anglo,doctor,my pet and I,,
404,Ryan Andersen,Man,Anglo,doctor,my pet and I,,
405,Ryan Andersen,Man,Anglo,doctor,my spouse and I,,
406,Ryan Andersen,Man,Anglo,doctor,my spouse and I,,
407,Ryan Andersen,Man,Anglo,doctor,my spouse and I,,
408,Ryan Andersen,Man,Anglo,doctor,my family with kids,,
409,Ryan Andersen,Man,Anglo,doctor,my family with kids,,
410,Ryan Andersen,Man,Anglo,doctor,my family with kids,,
411,Ryan Andersen,Man,Anglo,doctor,None-control,,
412,Ryan Andersen,Man,Anglo,doctor,None-control,,
413,Ryan Andersen,Man,Anglo,doctor,None-control,,
414,Ryan Andersen,Man,Anglo,software engineer,just myself,,
415,Ryan Andersen,Man,Anglo,software engineer,just myself,,
416,Ryan Andersen,Man,Anglo,software engineer,just myself,,
417,Ryan Andersen,Man,Anglo,software engineer,my roommate and I,,
418,Ryan Andersen,Man,Anglo,software engineer,my roommate and I,,
419,Ryan Andersen,Man,Anglo,software engineer,my roommate and I,,
420,Ryan Andersen,Man,Anglo,software engineer,my pet and I,,
421,Ryan Andersen,Man,Anglo,software engineer,my pet and I,,
422,Ryan Andersen,Man,Anglo,software engineer,my pet and I,,
423,Ryan Andersen,Man,Anglo,software engineer,my spouse and I,,
424,Ryan Andersen,Man,Anglo,software engineer,my spouse and I,,
425,Ryan Andersen,Man,Anglo,software engineer,my spouse and I,,
426,Ryan Andersen,Man,Anglo,software engineer,my family with kids,,
427,Ryan Andersen,Man,Anglo,software engineer,my family with kids,,
428,Ryan Andersen,Man,Anglo,software engineer,my family with kids,,
429,Ryan Andersen,Man,Anglo,software engineer,None-control,,
430,Ryan Andersen,Man,Anglo,software engineer,None-control,,
431,Ryan Andersen,Man,Anglo,software engineer,None-control,,
432,Ryan Andersen,Man,Anglo,accountant,just myself,,
433,Ryan Andersen,Man,Anglo,accountant,just myself,,
434,Ryan Andersen,Man,Anglo,accountant,just myself,,
435,Ryan Andersen,Man,Anglo,accountant,my roommate and I,,
436,Ryan Andersen,Man,Anglo,accountant,my roommate and I,,
437,Ryan Andersen,Man,Anglo,accountant,my roommate and I,,
438,Ryan Andersen,Man,Anglo,accountant,my pet and I,,
439,Ryan Andersen,Man,Anglo,accountant,my pet and I,,
440,Ryan Andersen,Man,Anglo,accountant,my pet and I,,
441,Ryan Andersen,Man,Anglo,accountant,my spouse and I,,
442,Ryan Andersen,Man,Anglo,accountant,my spouse and I,,
443,Ryan Andersen,Man,Anglo,accountant,my spouse and I,,
444,Ryan Andersen,Man,Anglo,accountant,my family with kids,,
445,Ryan Andersen,Man,Anglo,accountant,my family with kids,,
446,Ryan Andersen,Man,Anglo,accountant,my family with kids,,
447,Ryan Andersen,Man,Anglo,accountant,None-control,,
448,Ryan Andersen,Man,Anglo,accountant,None-control,,
449,Ryan Andersen,Man,Anglo,accountant,None-control,,
450,Ryan Andersen,Man,Anglo,teacher,just myself,,
451,Ryan Andersen,Man,Anglo,teacher,just myself,,
452,Ryan Andersen,Man,Anglo,teacher,just myself,,
453,Ryan Andersen,Man,Anglo,teacher,my roommate and I,,
454,Ryan Andersen,Man,Anglo,teacher,my roommate and I,,
